sample_id,Lead_(ppb),parcel_id,Date_Submitted,google_add,Latitude,Longitude,Owner_Type,Land_Value,Land_Improvements_Value,Residential_Building_Value,Residential_Building_Style,Commercial_Building_Value,Building_Storeys,Parcel_Acres,Rental,Use_Type,Prop_Class,Year_Built,USPS_Vacancy,Zoning,Future_Landuse,DRAFT_Zone,Housing_Condition_2012,Housing_Condition_2014,Commercial_Condition_2013,Hydrant_Type,Ward,PRECINCT,CENTRACT,CENBLOCK,SL_Type,SL_Type2,SL_Lead,Homestead,Homestead_Percent,HomeSEV
sample_007631,3.0,parcel_002725,2016-02-25 11:05:44,"2824 Mackin Rd, Flint, MI 48504, USA",43.029197,-83.727064,Private,754,0,47092,ONE STORY,0.0,0,0.116,Yes,Residential,RI,1929,N,A2,Traditional Neighborhood,TN-2,Good,Good, ,A.D.,6,34,001200,3,0,0,0,Yes,100.0,0
sample_000013,10.0,parcel_003379,2016-02-05 13:03:33,"1026 Remington Ave, Flint, MI 48507, USA",42.997133,-83.694298,Private,5136,0,64924,ONE STORY,0.0,0,0.239,Yes,Residential,RI,1936,N,A-2,Traditional Neighborhood,TN-2,Good,Good, ,Dar,8,54,013500,2,1,0,0,Yes,100.0,0
sample_012906,5.0,parcel_003380,2016-02-13 12:24:56,"2742 Brandon St, Flint, MI 48503, USA",42.998817,-83.722716,Private,18000,0,13080,CAPECOD,0.0,0,0.083,No,Residential,RI,1950,N,A2,Traditional Neighborhood,TN-2,Good,Good, ,Mueller,8,49,003600,5,1,0,0,Yes,100.0,17800
sample_009019,3.0,parcel_006684,2016-01-30 12:32:32,"2502 Thom St, Flint, MI 48506, USA",43.043279,-83.658652,Land Bank,1650,0,42312,CAPECOD,0.0,0,0.111,No,Residential,RI,1936,N,B,Green Neighborhood,GN-1,Fair,Fair, ,A.D.,4,21,002300,2,1,0,0,Yes,100.0,0
sample_002382,4.0,parcel_000595,2016-02-01 13:32:39,"3228 Wolcott St, Flint, MI 48504, USA",43.030349,-83.7360379,Private,7436,0,26751,ONE STORY,0.0,0,0.2,No,Residential,RI,1966,N,A2,Traditional Neighborhood,TN-2,Good,Good, ,T.C.,6,34,001300,1,1,0,0,Yes,100.0,17100
sample_014599,21.0,parcel_000595,2016-02-05 13:06:28,"3228 Wolcott St, Flint, MI 48504, USA",43.030349,-83.7360379,Private,7436,0,26751,ONE STORY,0.0,0,0.2,No,Residential,RI,1966,N,A2,Traditional Neighborhood,TN-2,Good,Good, ,T.C.,6,34,001300,1,1,0,0,Yes,100.0,17100
sample_015177,5.0,parcel_006912,2016-02-09 14:11:15,"2441 Seneca St, Flint, MI 48504, USA",43.0382286,-83.7305984,Private,2588,446,83210,CAPECOD,0.0,0,0.177,No,Residential,RI,1946,N,A2,Traditional Neighborhood,TN-2,Good,Good, ,T.C.,2,12,000900,4,0,0,0,Yes,100.0,11200
sample_007789,3.0,parcel_010054,2016-02-16 08:56:55,"1612 Wisconsin Ave, Flint, MI 48506, USA",43.030591,-83.6695809,Private,1640,0,31235,ONE STORY,0.0,0,0.096,No,Residential,RI,1925,N,B,Green Neighborhood,GN-1,Good,Good, ,Dar,4,43,002600,3,5,0,1,Yes,100.0,0
sample_009222,8.0,parcel_010213,2015-10-20 15:07:04,"2529 N Chevrolet Ave, Flint, MI 48504, USA",43.03972,-83.716607,Private,934,0,63197,ONE STORY,0.0,0,0.178,No,Residential,RI,1926,N,A2,Green Neighborhood,GN-2,Fair,Good, ,Other,2,26,000900,3,11,0,0,Yes,100.0,9100
sample_002635,14.0,parcel_010213,2016-02-14 12:01:36,"2529 N Chevrolet Ave, Flint, MI 48504, USA",43.03972,-83.716607,Private,934,0,63197,ONE STORY,0.0,0,0.178,No,Residential,RI,1926,N,A2,Green Neighborhood,GN-2,Fair,Good, ,Other,2,26,000900,3,11,0,0,Yes,100.0,9100
sample_003172,57.0,parcel_010213,2016-02-14 12:01:55,"2529 N Chevrolet Ave, Flint, MI 48504, USA",43.03972,-83.716607,Private,934,0,63197,ONE STORY,0.0,0,0.178,No,Residential,RI,1926,N,A2,Green Neighborhood,GN-2,Fair,Good, ,Other,2,26,000900,3,11,0,0,Yes,100.0,9100
sample_011118,766.0,parcel_010213,2016-02-07 11:44:37,"2529 N Chevrolet Ave, Flint, MI 48504, USA",43.03972,-83.716607,Private,934,0,63197,ONE STORY,0.0,0,0.178,No,Residential,RI,1926,N,A2,Green Neighborhood,GN-2,Fair,Good, ,Other,2,26,000900,3,11,0,0,Yes,100.0,9100
sample_016792,32.0,parcel_002047,2016-02-06 11:40:15,"328 W Rankin St, Flint, MI 48505, USA",43.040309,-83.709124,Private,750,0,39124,TWO STORY,0.0,0,0.115,No,Residential,RI,1930,N,A2,Green Neighborhood,GN-1,Poor,Fair, ,Dar,2,26,001000,2,5,0,1,Yes,100.0,9000
sample_015284,28.0,parcel_000024,2015-09-03 11:05:45,"1623 Neome Dr, Flint, MI 48503, USA",43.029295,-83.70773,Private,1462,0,31602,TWO STORY,0.0,0,0.309,No,Residential,RI,1926,N,A2,Traditional Neighborhood,TN-2,Good,Poor, ,A.D.,5,28,001400,2,11,0,0,Yes,100.0,16500
sample_010996,3.0,parcel_005014,2016-01-30 12:28:53,"1617 Stocker Ave, Flint, MI 48503, USA",42.997653,-83.728849,Private,5750,0,76231,ONE STORY,0.0,0,0.115,No,Residential,RI,1929,N,A2,Traditional Neighborhood,TN-2,Good,Good, ,A.D.,8,50,003600,4,0,0,0,Yes,100.0,12800
sample_004539,8.0,parcel_000071,2016-02-24 08:02:58,"624 Dickinson St, Flint, MI 48504, USA",43.012409,-83.716724,Private,10000,0,72084,ONE STORY,0.0,0,0.115,No,Residential,RI,1926,N,A2,Traditional Neighborhood,TN-2,Good,Good, ,Mueller,6,39,001600,3,11,0,0,No,0.0,0
sample_000358,531.0,parcel_000071,2016-02-08 13:29:31,"624 Dickinson St, Flint, MI 48504, USA",43.012409,-83.716724,Private,10000,0,72084,ONE STORY,0.0,0,0.115,No,Residential,RI,1926,N,A2,Traditional Neighborhood,TN-2,Good,Good, ,Mueller,6,39,001600,3,11,0,0,No,0.0,0
sample_016083,3.0,parcel_007600,2016-01-29 12:42:04,"1021 S Franklin Ave, Flint, MI 48503, USA",43.016447,-83.66463,Private,19420,0,83351,TWO STORY,0.0,0,0.135,No,Residential,RI,1928,N,A2,Traditional Neighborhood,TN-2,Good,Good, ,A.D.,7,45,003000,3,0,0,0,Yes,100.0,15000
sample_006465,11.0,parcel_003570,2016-02-04 13:22:30,"1515 Woodslea Dr, Flint, MI 48507, USA",42.999661,-83.662812,Private,32537,0,22154,ONE STORY,0.0,0,0.448,No,Residential,RI,1951,N,A1,Traditional Neighborhood,TN-1,Fair,Good, ,Dar,9,57,003300,1,1,0,0,Yes,100.0,32200
sample_006390,5.0,parcel_002650,2016-01-21 13:33:00,"814 W McClellan St, Flint, MI 48504, USA",43.044096,-83.716013,Private,1500,0,33349,ONE STORY,0.0,0,0.126,No,Residential,RI,1954,N,A2,Green Neighborhood,GN-1,Good,Good, ,A.D.,2,26,000900,3,1,0,0,Yes,100.0,17400
sample_014179,95.0,parcel_010529,2016-02-24 13:30:04,"2529 Thomas St, Flint, MI 48504, USA",43.017615,-83.728292,Private,9800,0,129353,TWO STORY,0.0,0,0.112,No,Residential,RI,1929,N,A2,Traditional Neighborhood,TN-2,Good,Good, ,A.D.,6,37,001600,1,0,0,0,Yes,100.0,16000
sample_005460,35.0,parcel_004720,2016-02-08 13:08:33,"967 Stocker Ave, Flint, MI 48503, USA",43.004752,-83.729063,Private,2200,0,42963,ONE STORY,0.0,0,0.092,No,Residential,RI,1927,N,A2,Traditional Neighborhood,TN-2,Good,Good, ,Other,8,48,003600,2,1,0,0,Yes,100.0,0
sample_006417,3.0,parcel_002974,2015-11-18 14:32:45,"3816 Park Forest Dr, Flint, MI 48507, USA",42.987984,-83.7122498,Private,13818,0,15438,TWO STORY,0.0,0,0.067,No,Residential,RI,1964,N,C1,Traditional Neighborhood,TN-2,Good,Good, ,T.C.,8,53,013500,5,1,0,0,Yes,100.0,14600
sample_006816,5.0,parcel_005801,2016-02-02 14:02:42,"1202 Knight Ave, Flint, MI 48503, USA",43.00157,-83.726283,Private,5285,0,10915,ONE STORY,0.0,0,0.121,Yes,Residential,RI,0,N,A2,Traditional Neighborhood,TN-2,Good,Good, ,Dar,8,49,003600,4,5,0,1,No,0.0,0
sample_010339,6.0,parcel_005801,2016-02-23 12:46:46,"1202 Knight Ave, Flint, MI 48503, USA",43.00157,-83.726283,Private,5285,0,10915,ONE STORY,0.0,0,0.121,Yes,Residential,RI,0,N,A2,Traditional Neighborhood,TN-2,Good,Good, ,Dar,8,49,003600,4,5,0,1,No,0.0,0
sample_003808,3.0,parcel_008866,2016-02-16 08:28:07,"1902 Cartier St, Flint, MI 48504, USA",43.013702,-83.71535,Private,15279,0,103822,TWO STORY,0.0,0,0.193,No,Residential,RI,1929,N,A2,Traditional Neighborhood,TN-2,Good,Good, ,Other,6,39,001600,3,1,0,0,Yes,100.0,13000
sample_014808,4.0,parcel_008866,2016-02-03 13:37:14,"1902 Cartier St, Flint, MI 48504, USA",43.013702,-83.71535,Private,15279,0,103822,TWO STORY,0.0,0,0.193,No,Residential,RI,1929,N,A2,Traditional Neighborhood,TN-2,Good,Good, ,Other,6,39,001600,3,1,0,0,Yes,100.0,13000
sample_002579,3.0,parcel_002493,2016-02-16 08:57:18,"2529 Sloan St, Flint, MI 48504, USA",43.022627,-83.722834,Private,2413,0,57100,ONE STORY,0.0,0,0.132,No,Residential,RI,1942,N,A2,Traditional Neighborhood,TN-2,Good,Good, ,Other,6,36,001300,3,5,0,1,Yes,100.0,10000
sample_014764,11.0,parcel_007723,2016-01-25 12:58:28,"3414 Bennett Ave, Flint, MI 48506, USA",43.035683,-83.643534,Private,9500,0,17051,CAPECOD,0.0,0,0.115,No,Residential,RI,1953,N,A2,Traditional Neighborhood,TN-2,Good,Good, ,Other,4,25,002700,3,1,0,0,Yes,100.0,16300
sample_006697,4.0,parcel_006319,2016-01-21 13:44:07,"748 Lincoln Ave, Flint, MI 48507, USA",42.991135,-83.6879,Private,2250,0,26319,ONE STORY,0.0,0,0.103,No,Residential,RI,1924,N,B,Traditional Neighborhood,TN-2,Fair,Fair, ,Mueller,9,59,004000,2,1,0,0,Yes,100.0,6300
sample_017228,3.0,parcel_000376,2016-02-16 08:29:12,"2305 Oklahoma Ave, Flint, MI 48506, USA",43.042261,-83.661223,Private,1435,0,57407,CAPECOD,0.0,0,0.096,No,Residential,RI,1939,N,B,Green Neighborhood,GN-1,Fair,Fair, ,A.D.,4,21,002300,2,5,0,1,Yes,100.0,5200
sample_003566,3.0,parcel_005775,2016-02-23 13:09:25,"715 Pettibone Ave, Flint, MI 48507, USA",42.989987,-83.686507,Private,2700,0,76211,CAPECOD,0.0,0,0.103,No,Residential,RI,1929,N,B,Traditional Neighborhood,TN-2,Good,Good, ,Mueller,9,59,004000,2,0,0,0,Yes,100.0,0
sample_016722,14.0,parcel_005775,2016-01-15 11:02:30,"715 Pettibone Ave, Flint, MI 48507, USA",42.989987,-83.686507,Private,2700,0,76211,CAPECOD,0.0,0,0.103,No,Residential,RI,1929,N,B,Traditional Neighborhood,TN-2,Good,Good, ,Mueller,9,59,004000,2,0,0,0,Yes,100.0,0
sample_010304,3.0,parcel_009594,2016-01-25 13:50:14,"333 Ferndale Pl, Flint, MI 48503, USA",43.012661,-83.728432,Private,30332,330,16484,CAPECOD,0.0,0,0.214,No,Residential,RI,1941,N,A2,Traditional Neighborhood,TN-2,Good,Good, ,T.C.,6,38,001600,4,1,0,0,Yes,100.0,24900
sample_010708,4.0,parcel_005154,2016-02-16 08:29:25,"3817 Proctor St, Flint, MI 48504, USA",43.04962,-83.718773,Private,713,0,11970,ONE STORY,0.0,0,0.101,No,Residential,RI,1927,N,A2,Green Neighborhood,GN-1,Fair,Good, ,Dar,2,10,000700,5,0,0,0,Yes,100.0,6300
sample_003450,12.0,parcel_003618,2016-01-21 16:13:36,"730 Tilden St, Flint, MI 48505, USA",43.049746,-83.692262,Private,423,0,13778,TWO UNIT,0.0,0,0.124,No,Residential,RI,1927,N,B,Green Neighborhood,GN-1,Good,Good, ,A.D.,3,15,002000,2,0,0,0,No,0.0,0
sample_003678,4.0,parcel_005211,2016-01-26 12:20:55,"648 Lincoln Ave, Flint, MI 48507, USA",42.9911699,-83.68544,Private,2250,392,77789,ONE STORY,0.0,0,0.103,No,Residential,RI,1941,N,B,Traditional Neighborhood,TN-2,Good,Good, ,T.C.,9,59,004000,2,1,0,0,Yes,100.0,0
sample_000330,19.0,parcel_005905,2016-02-07 12:25:53,"3135 Bennett Ave, Flint, MI 48506, USA",43.036072,-83.647875,Private,4125,0,39577,ONE STORY,0.0,0,0.126,No,Residential,RI,1924,N,A2,Traditional Neighborhood,TN-2,Good,Good, ,Other,4,25,002700,1,11,0,0,Yes,100.0,6900
sample_015578,11.0,parcel_000513,2016-02-02 14:01:42,"4227 Red Arrow Rd, Flint, MI 48507, USA",42.985394,-83.667724,Private,13373,0,78677,ONE STORY,0.0,0,0.238,No,Residential,RI,1927,N,A2,Traditional Neighborhood,TN-2,Good,Good, ,Mueller,9,61,003500,2,11,0,0,Yes,100.0,11600
sample_004568,56.0,parcel_000513,2016-01-19 16:18:50,"4227 Red Arrow Rd, Flint, MI 48507, USA",42.985394,-83.667724,Private,13373,0,78677,ONE STORY,0.0,0,0.238,No,Residential,RI,1927,N,A2,Traditional Neighborhood,TN-2,Good,Good, ,Mueller,9,61,003500,2,11,0,0,Yes,100.0,11600
sample_003130,8.0,parcel_001699,2016-02-12 13:20:33,"1138 Kensington Ave, Flint, MI 48503, USA",43.0147369,-83.6665809,Private,24648,0,143274,TWO STORY,0.0,0,0.138,No,Residential,RI,1929,N,A2,Traditional Neighborhood,TN-2,Good,Fair, ,T.C.,7,42,003000,3,0,0,0,Yes,100.0,38100
sample_002758,9.0,parcel_004216,2016-02-24 08:26:31,"2001 N Ballenger Hwy, Flint, MI 48504, USA",43.034004,-83.726656,Private,3569,0,93268,CAPECOD,0.0,0,0.27,No,Residential,RI,1946,N,A2,Traditional Neighborhood,TN-2,Good,Good, ,A.D.,2,12,001200,2,5,0,1,Yes,100.0,13000
sample_015321,7.0,parcel_008515,2016-02-16 08:56:09,"1013 Nelson St, Flint, MI 48503, USA",43.029956,-83.683413,Private,382,0,7044,ONE STORY,0.0,0,0.084,No,Residential,RI,1927,N,C1,Community Open Space,GN-1,Substandard,Poor, ,T.C.,7,30,002600,1,1,0,0,Yes,100.0,0
sample_013258,4.0,parcel_009347,2016-02-16 08:28:23,"956 Knapp Ave, Flint, MI 48503, USA",43.005051,-83.72869,Private,3300,0,67721,TWO STORY,0.0,0,0.138,No,Residential,RI,0,N,A2,Traditional Neighborhood,TN-2,Fair,Fair, ,Other,8,48,003600,2,0,0,0,Yes,100.0,10200
sample_017007,3.0,parcel_002676,2016-02-16 08:57:07,"1914 Missouri Ave, Flint, MI 48506, USA",43.028485,-83.664286,Private,821,0,34769,ONE STORY,0.0,0,0.097,No,Residential,RI,1918,N,A2,Green Neighborhood,GN-1,Good,Good, ,Dar,4,44,002600,4,5,0,1,Yes,100.0,5500
sample_006721,5.0,parcel_002676,2016-01-19 16:25:58,"1914 Missouri Ave, Flint, MI 48506, USA",43.028485,-83.664286,Private,821,0,34769,ONE STORY,0.0,0,0.097,No,Residential,RI,1918,N,A2,Green Neighborhood,GN-1,Good,Good, ,Dar,4,44,002600,4,5,0,1,Yes,100.0,5500
sample_007290,4.0,parcel_003007,2016-01-24 12:08:59,"814 S Vernon Ave, Flint, MI 48503, USA",43.018596,-83.661374,Private,30392,0,189682,TRI-LEVEL,0.0,0,0.195,No,Residential,RI,1948,N,A2,Traditional Neighborhood,TN-2,Good,Good, ,Mueller,7,45,003000,1,5,0,1,Yes,100.0,23900
sample_000378,4.0,parcel_003007,2016-02-16 08:29:09,"814 S Vernon Ave, Flint, MI 48503, USA",43.018596,-83.661374,Private,30392,0,189682,TRI-LEVEL,0.0,0,0.195,No,Residential,RI,1948,N,A2,Traditional Neighborhood,TN-2,Good,Good, ,Mueller,7,45,003000,1,5,0,1,Yes,100.0,23900
sample_009623,243.0,parcel_005078,2016-02-16 08:27:58,"805 Dickinson St, Flint, MI 48504, USA",43.013693,-83.7184879,Private,10000,0,56970,ONE STORY,0.0,0,0.115,No,Residential,RI,1927,N,A2,Traditional Neighborhood,TN-2,Good,Good, ,Other,6,37,001600,3,11,0,0,Yes,100.0,0
sample_010044,3.0,parcel_010189,2016-01-23 11:59:51,"2425 Kellar Ave, Flint, MI 48504, USA",43.037863,-83.729478,Private,1500,0,67734,CAPECOD,0.0,0,0.115,No,Residential,RI,1943,N,A2,Traditional Neighborhood,TN-2,Good,Good, ,T.C.,2,12,000900,4,5,0,1,Yes,100.0,10100
sample_007974,5.0,parcel_010189,2016-02-24 08:02:16,"2425 Kellar Ave, Flint, MI 48504, USA",43.037863,-83.729478,Private,1500,0,67734,CAPECOD,0.0,0,0.115,No,Residential,RI,1943,N,A2,Traditional Neighborhood,TN-2,Good,Good, ,T.C.,2,12,000900,4,5,0,1,Yes,100.0,10100
sample_012692,3.0,parcel_005713,2016-01-20 13:05:54,"3201 Salishan Cir, Flint, MI 48506, USA",43.043671,-83.641662,Private,6263,0,21683,ONE STORY,0.0,0,0.193,No,Residential,RI,1963,N,A2,Traditional Neighborhood,TN-2,Good,Good, ,T.C.,4,22,002400,3,1,0,0,Yes,100.0,15000
sample_016471,4.0,parcel_005713,2016-02-16 08:29:14,"3201 Salishan Cir, Flint, MI 48506, USA",43.043671,-83.641662,Private,6263,0,21683,ONE STORY,0.0,0,0.193,No,Residential,RI,1963,N,A2,Traditional Neighborhood,TN-2,Good,Good, ,T.C.,4,22,002400,3,1,0,0,Yes,100.0,15000
sample_002295,4.0,parcel_005167,2016-01-23 11:56:34,"714 W Jackson Ave, Flint, MI 48504, USA",43.041763,-83.714101,Private,2288,220,22484,CAPECOD,0.0,0,0.184,No,Residential,RI,1946,N,A2,Green Neighborhood,GN-1,Fair,Fair, ,Other,2,26,000900,3,0,0,0,Yes,100.0,12500
sample_013483,4.0,parcel_005069,2016-01-25 13:03:39,"3148 Beechwood Ave, Flint, MI 48506, USA",43.03868,-83.6483,Private,3588,0,21114,ONE STORY,0.0,0,0.117,No,Residential,RI,1926,N,A2,Traditional Neighborhood,TN-2,Good,Good, ,T.C.,4,25,002700,1,5,0,1,Yes,100.0,4900
sample_013036,3.0,parcel_008590,2016-01-15 08:06:07,"701 W Hamilton Ave, Flint, MI 48504, USA",43.035713,-83.713462,Private,1212,0,65305,ONE STORY,0.0,0,0.227,No,Residential,RI,1928,N,A2,Green Neighborhood,GN-1,Good,Good, ,Other,2,28,000900,5,0,0,0,Yes,100.0,9100
sample_016795,7.0,parcel_008590,2016-02-26 12:38:30,"701 W Hamilton Ave, Flint, MI 48504, USA",43.035713,-83.713462,Private,1212,0,65305,ONE STORY,0.0,0,0.227,No,Residential,RI,1928,N,A2,Green Neighborhood,GN-1,Good,Good, ,Other,2,28,000900,5,0,0,0,Yes,100.0,9100
sample_017213,8.0,parcel_008590,2016-01-20 13:06:24,"701 W Hamilton Ave, Flint, MI 48504, USA",43.035713,-83.713462,Private,1212,0,65305,ONE STORY,0.0,0,0.227,No,Residential,RI,1928,N,A2,Green Neighborhood,GN-1,Good,Good, ,Other,2,28,000900,5,0,0,0,Yes,100.0,9100
sample_011322,16.0,parcel_008590,2016-02-26 12:38:31,"701 W Hamilton Ave, Flint, MI 48504, USA",43.035713,-83.713462,Private,1212,0,65305,ONE STORY,0.0,0,0.227,No,Residential,RI,1928,N,A2,Green Neighborhood,GN-1,Good,Good, ,Other,2,28,000900,5,0,0,0,Yes,100.0,9100
sample_015443,24.0,parcel_008590,2016-01-20 13:06:10,"701 W Hamilton Ave, Flint, MI 48504, USA",43.035713,-83.713462,Private,1212,0,65305,ONE STORY,0.0,0,0.227,No,Residential,RI,1928,N,A2,Green Neighborhood,GN-1,Good,Good, ,Other,2,28,000900,5,0,0,0,Yes,100.0,9100
sample_004210,3.0,parcel_004964,2016-02-16 08:28:09,"912 Major St, Flint, MI 48507, USA",42.9831379,-83.690935,Private,1925,0,14344,ONE STORY,0.0,0,0.08,No,Residential,RI,1927,N,A2,Green Neighborhood,GN-2,Fair,Good, ,Dar,9,59,004000,4,5,0,1,Yes,100.0,8100
sample_015413,6.0,parcel_005373,2016-01-21 15:31:00,"206 E Moore St, Flint, MI 48505, USA",43.053058,-83.702061,Private,1911,0,12985,ONE STORY,0.0,0,0.358,No,Residential,RI,1919,N,B,Green Neighborhood,GN-1, ,Good, ,Dar,3,15,000800,2,11,0,0,No,0.0,0
sample_011743,17.0,parcel_005373,2016-02-16 08:28:43,"206 E Moore St, Flint, MI 48505, USA",43.053058,-83.702061,Private,1911,0,12985,ONE STORY,0.0,0,0.358,No,Residential,RI,1919,N,B,Green Neighborhood,GN-1, ,Good, ,Dar,3,15,000800,2,11,0,0,No,0.0,0
sample_011725,3.0,parcel_000026,2016-02-16 13:38:10,"4218 Ogema Ave, Flint, MI 48507, USA",42.985206,-83.661377,Private,10600,0,97516,CAPECOD,0.0,0,0.207,Yes,Residential,RI,1944,N,A2,Traditional Neighborhood,TN-2,Good,Good, ,Mueller,9,61,003500,2,5,0,1,Yes,100.0,0
sample_007300,3.0,parcel_008764,2016-02-01 13:27:58,"5702 Griggs Dr, Flint, MI 48504, USA",43.065027,-83.726162,Private,1388,0,47718,ONE STORY,0.0,0,0.194,No,Residential,RI,1958,N,A2,Traditional Neighborhood,TN-2,Good,Good, ,Mueller,1,7,000300,1,1,0,0,Yes,100.0,12300
sample_002673,4.0,parcel_008235,2016-02-12 13:19:18,"2730 Cumings Ave, Flint, MI 48503, USA",43.000539,-83.7233229,Private,1539,0,39262,ONE STORY,0.0,0,0.111,No,Residential,RI,1957,N,A2,Traditional Neighborhood,TN-2,Fair,Good, ,A.D.,8,49,003600,4,1,0,0,Yes,100.0,8800
sample_008243,15.0,parcel_010368,2016-01-26 13:46:45,"2012 Branch Rd, Flint, MI 48506, USA",43.034103,-83.648777,Private,3375,0,43269,ONE STORY,0.0,0,0.103,Yes,Residential,RI,1923,N,A2,Traditional Neighborhood,TN-2,Good,Good, ,T.C.,4,25,002700,3,11,0,0,Yes,100.0,0
sample_011834,35.0,parcel_002110,2016-01-21 13:42:44,"3411 Kellar Ave, Flint, MI 48504, USA",43.046632,-83.730011,Private,1600,596,29079,TWO STORY,0.0,0,0.092,No,Residential,RI,1941,N,A2,Traditional Neighborhood,TN-2,Good,Good, ,A.D.,2,10,000700,4,0,0,0,Yes,100.0,9200
sample_013405,3.0,parcel_002310,2016-01-31 13:06:32,"626 MacDonald Ave, Flint, MI 48507, USA",42.982414,-83.661498,Private,6683,0,46865,ONE STORY,0.0,0,0.119,No,Residential,RI,1924,N,A2,Traditional Neighborhood,TN-2,Fair,Poor, ,T.C.,9,61,003500,2,11,0,0,Yes,100.0,8700
sample_004332,3.0,parcel_006216,2016-01-26 13:58:00,"2020 Blades Ave, Flint, MI 48503, USA",43.005088,-83.666325,Private,1281,0,26579,ONE STORY,0.0,0,0.121,No,Residential,RI,1921,N,A2,Traditional Neighborhood,TN-2,Fair,Poor, ,Dar,7,46,003200,2,11,0,0,Yes,100.0,4100
sample_015099,5.0,parcel_007960,2016-02-10 14:14:09,"4012 S Grand Traverse St, Flint, MI 48507, USA",42.986784,-83.683497,Private,3306,0,81802,CAPECOD,0.0,0,0.127,No,Residential,RI,1952,N,A2,Traditional Neighborhood,TN-2,Good,Good, ,Mueller,9,59,004000,3,1,0,0,Yes,100.0,10100
sample_009302,6.0,parcel_005257,2016-02-05 13:03:13,"4008 Circle Dr, Flint, MI 48507, USA",42.98705,-83.665786,Private,7618,0,131608,ONE STORY,0.0,0,0.139,No,Residential,RI,1938,N,A2,Traditional Neighborhood,TN-2,Fair,Good, ,Mueller,9,61,003500,2,1,0,0,Yes,100.0,13400
sample_005517,4.0,parcel_003340,2016-02-04 13:15:18,"3800 Mason St, Flint, MI 48505, USA",43.049812,-83.70836,Private,3551,0,34501,TWO STORY,0.0,0,0.0,No,Residential,RI,1928,N,A2,Community Open Space,MR-1,Fair,Fair, ,T.C.,2,15,000800,1,0,0,0,Yes,100.0,19000
sample_008715,14.0,parcel_003340,2016-02-24 07:59:00,"3800 Mason St, Flint, MI 48505, USA",43.049812,-83.70836,Private,3551,0,34501,TWO STORY,0.0,0,0.0,No,Residential,RI,1928,N,A2,Community Open Space,MR-1,Fair,Fair, ,T.C.,2,15,000800,1,0,0,0,Yes,100.0,19000
sample_002471,6.0,parcel_006248,2016-02-24 07:57:42,"434 E McClellan St, Flint, MI 48505, USA",43.043697,-83.6982,Private,415,0,19749,CAPECOD,0.0,0,0.099,No,Residential,RI,1926,N,B,Green Neighborhood,GN-1,Good,Good, ,Dar,3,18,001100,2,0,0,0,Yes,100.0,0
sample_016274,8.0,parcel_006369,2016-02-24 08:28:11,"209 Oliver St, Flint, MI 48503, USA",42.996814,-83.675059,Private,367,0,30832,TWO UNIT,0.0,0,0.084,No,Residential,RI,0,N,B,Mixed Residential,MR-1,Poor,Poor, ,Dar,9,60,003800,2,11,0,0,No,0.0,0
sample_017199,3.0,parcel_005568,2016-02-24 08:41:03,"3410 Hogarth Ave, Flint, MI 48503, USA",42.996084,-83.731483,Private,5039,0,62862,ONE STORY,0.0,0,0.11,No,Residential,RI,1946,N,A2,Traditional Neighborhood,TN-2,Good,Good, ,A.D.,8,50,003600,4,0,0,0,Yes,100.0,0
sample_000615,254.0,parcel_005568,2016-01-28 13:05:25,"3410 Hogarth Ave, Flint, MI 48503, USA",42.996084,-83.731483,Private,5039,0,62862,ONE STORY,0.0,0,0.11,No,Residential,RI,1946,N,A2,Traditional Neighborhood,TN-2,Good,Good, ,A.D.,8,50,003600,4,0,0,0,Yes,100.0,0
sample_015316,96.0,parcel_006738,2016-02-16 08:56:23,"2501 Hills St, Flint, MI 48503, USA",43.017167,-83.657736,Private,21544,0,83663,ONE STORY,0.0,0,0.139,No,Residential,RI,1944,N,A2,Traditional Neighborhood,TN-2,Fair,Fair, ,Dar,7,45,003000,3,5,0,1,Yes,100.0,0
sample_011430,11.0,parcel_001449,2016-02-24 07:59:28,"1013 Cedar St, Flint, MI 48503, USA",43.006258,-83.696811,Private,388,0,9049,TWO STORY,0.0,0,0.098,No,Residential,RI,1900,N,C1,Traditional Neighborhood,TN-2,Fair,Good, ,T.C.,8,51,003700,3,11,0,0,Yes,100.0,5300
sample_007143,6.0,parcel_007768,2016-01-21 13:37:54,"749 Clinton St, Flint, MI 48507, USA",42.984895,-83.687811,Private,3000,0,91402,CAPECOD,0.0,0,0.115,Yes,Residential,RI,1946,N,A2,Traditional Neighborhood,TN-2,Good,Good, ,Other,9,59,004000,4,1,0,0,Yes,100.0,0
sample_002265,3.0,parcel_006802,2016-01-19 16:30:50,"837 Vermilya Ave, Flint, MI 48507, USA",42.991386,-83.689739,Private,4375,0,93191,ONE STORY,0.0,0,0.201,No,Residential,RI,1927,N,B,Traditional Neighborhood,TN-2,Good,Fair, ,Dar,9,59,004000,2,5,0,1,Yes,100.0,11000
sample_008058,10.0,parcel_009799,2016-01-21 13:44:11,"2122 Cartier St, Flint, MI 48504, USA",43.015729,-83.7201429,Private,11102,0,66810,ONE STORY,0.0,0,0.12,No,Residential,RI,1926,N,A2,Traditional Neighborhood,TN-2,Good,Good, ,A.D.,6,37,001600,3,0,0,0,Yes,100.0,9700
